CaseID,Activity,EnableTimestamp,StartTimestamp,EndTimestamp,Resource
41,Create Purchase Requisition,,2011-01-05 10:01:00-05:00,2011-01-05 10:33:00-05:00,Alberto Duport
41,Analyze Purchase Requisition,,2011-01-06 03:07:00-05:00,2011-01-06 03:15:00-05:00,Heinz Gutschmidt
41,Create Request for Quotation,,2011-01-06 03:19:00-05:00,2011-01-06 03:20:00-05:00,Francis Odell
41,Analyze Request for Quotation,,2011-01-06 15:49:00-05:00,2011-01-06 16:15:00-05:00,Karel de Groot
41,Send Request for Quotation to Supplier,,2011-01-06 20:59:00-05:00,2011-01-06 21:23:00-05:00,Karel de Groot
41,Create Quotation comparison Map,,2011-01-06 23:27:00-05:00,2011-01-07 03:15:00-05:00,Karel de Groot
41,Analyze Quotation Comparison Map,,2011-01-07 09:46:00-05:00,2011-01-07 10:11:00-05:00,Christian Francois
41,Choose best option,,2011-01-07 10:11:00-05:00,2011-01-07 10:11:00-05:00,Elvira Lores
41,Settle Conditions With Supplier,,2011-01-07 14:23:00-05:00,2011-01-08 01:07:00-05:00,Karel de Groot
41,Create Purchase Order,,2011-01-08 06:37:00-05:00,2011-01-08 06:49:00-05:00,Francois de Perrier
41,Confirm Purchase Order,,2011-01-08 14:35:00-05:00,2011-01-08 14:41:00-05:00,Sean Manney
41,Deliver Goods Services,,2011-01-09 11:38:00-05:00,2011-01-10 20:42:00-05:00,Kiu Kan
41,Release Purchase Order,,2011-01-11 04:36:00-05:00,2011-01-11 04:37:00-05:00,Miu Hanwan
41,Approve Purchase Order for payment,,2011-01-11 21:35:00-05:00,2011-01-11 21:36:00-05:00,Francois de Perrier
41,Send Invoice,,2011-01-13 08:03:00-05:00,2011-01-13 08:03:00-05:00,Karen Clarens
41,Release Supplier's Invoice,,2011-01-13 22:17:00-05:00,2011-01-13 22:21:00-05:00,Pedro Alvares
41,Authorize Supplier's Invoice payment,,2011-01-13 22:21:00-05:00,2011-01-13 22:21:00-05:00,Karalda Nimwada
41,Pay Invoice,,2011-01-13 22:45:00-05:00,2011-01-13 22:58:00-05:00,Pedro Alvares
42,Create Purchase Requisition,,2011-01-05 15:15:00-05:00,2011-01-05 15:21:00-05:00,Christian Francois
42,Create Request for Quotation,,2011-01-05 20:42:00-05:00,2011-01-05 20:56:00-05:00,Anna Kaufmann
42,Analyze Request for Quotation,,2011-01-06 16:15:00-05:00,2011-01-06 16:33:00-05:00,Karel de Groot
42,Send Request for Quotation to Supplier,,2011-01-06 17:46:00-05:00,2011-01-06 18:04:00-05:00,Karel de Groot
42,Create Quotation comparison Map,,2011-01-06 18:46:00-05:00,2011-01-06 19:46:00-05:00,Karel de Groot
42,Analyze Quotation Comparison Map,,2011-01-07 02:50:00-05:00,2011-01-07 03:17:00-05:00,Anna Kaufmann
42,Choose best option,,2011-01-07 03:17:00-05:00,2011-01-07 03:17:00-05:00,Clement Duchot
42,Settle Conditions With Supplier,,2011-01-07 05:26:00-05:00,2011-01-07 11:17:00-05:00,Magdalena Predutta
42,Create Purchase Order,,2011-01-07 20:26:00-05:00,2011-01-07 20:35:00-05:00,Francois de Perrier
42,Confirm Purchase Order,,2011-01-08 13:08:00-05:00,2011-01-08 13:28:00-05:00,Sean Manney
42,Deliver Goods Services,,2011-01-08 22:22:00-05:00,2011-01-09 15:46:00-05:00,Sean Manney
42,Release Purchase Order,,2011-01-09 23:18:00-05:00,2011-01-09 23:19:00-05:00,Fjodor Kowalski
42,Approve Purchase Order for payment,,2011-01-10 17:48:00-05:00,2011-01-10 17:49:00-05:00,Karel de Groot
42,Send Invoice,,2011-01-11 01:04:00-05:00,2011-01-11 01:04:00-05:00,Carmen Finacse
42,Release Supplier's Invoice,,2011-01-11 15:32:00-05:00,2011-01-11 15:38:00-05:00,Pedro Alvares
42,Authorize Supplier's Invoice payment,,2011-01-11 15:38:00-05:00,2011-01-11 15:38:00-05:00,Pedro Alvares
42,Pay Invoice,,2011-01-11 16:32:00-05:00,2011-01-11 16:41:00-05:00,Karalda Nimwada
43,Create Purchase Requisition,,2011-01-05 20:18:00-05:00,2011-01-05 21:04:00-05:00,Anne Olwada
43,Analyze Purchase Requisition,,2011-01-06 15:18:00-05:00,2011-01-06 15:27:00-05:00,Heinz Gutschmidt
43,Create Request for Quotation,,2011-01-06 15:35:00-05:00,2011-01-06 15:37:00-05:00,Heinz Gutschmidt
43,Analyze Request for Quotation,,2011-01-06 21:23:00-05:00,2011-01-06 21:50:00-05:00,Karel de Groot
43,Send Request for Quotation to Supplier,,2011-01-08 09:18:00-05:00,2011-01-08 09:35:00-05:00,Karel de Groot
43,Create Quotation comparison Map,,2011-01-09 02:17:00-05:00,2011-01-09 03:11:00-05:00,Magdalena Predutta
43,Analyze Quotation Comparison Map,,2011-01-09 09:43:00-05:00,2011-01-09 10:06:00-05:00,Tesca Lobes
43,Choose best option,,2011-01-09 10:06:00-05:00,2011-01-09 10:06:00-05:00,Immanuel Karagianni
43,Settle Conditions With Supplier,,2011-01-10 05:23:00-05:00,2011-01-10 17:44:00-05:00,Francois de Perrier
43,Create Purchase Order,,2011-01-10 18:14:00-05:00,2011-01-10 18:25:00-05:00,Francois de Perrier
43,Confirm Purchase Order,,2011-01-11 01:04:00-05:00,2011-01-11 01:37:00-05:00,Carmen Finacse
43,Deliver Goods Services,,2011-01-12 00:55:00-05:00,2011-01-12 13:42:00-05:00,Esmeralda Clay
43,Release Purchase Order,,2011-01-12 21:23:00-05:00,2011-01-12 21:24:00-05:00,Immanuel Karagianni
43,Approve Purchase Order for payment,,2011-01-13 07:30:00-05:00,2011-01-13 07:31:00-05:00,Karel de Groot
43,Send Invoice,,2011-01-18 17:31:00-05:00,2011-01-18 17:31:00-05:00,Carmen Finacse
43,Release Supplier's Invoice,,2011-01-19 07:53:00-05:00,2011-01-19 07:59:00-05:00,Karalda Nimwada
43,Authorize Supplier's Invoice payment,,2011-01-19 07:59:00-05:00,2011-01-19 07:59:00-05:00,Pedro Alvares
43,Pay Invoice,,2011-01-19 08:50:00-05:00,2011-01-19 08:58:00-05:00,Karalda Nimwada
44,Create Purchase Requisition,,2011-01-05 22:04:00-05:00,2011-01-05 22:28:00-05:00,Elvira Lores
44,Analyze Purchase Requisition,,2011-01-06 18:44:00-05:00,2011-01-06 18:49:00-05:00,Maris Freeman
44,Create Request for Quotation,,2011-01-06 18:52:00-05:00,2011-01-06 18:54:00-05:00,Francis Odell
44,Analyze Request for Quotation,,2011-01-06 20:33:00-05:00,2011-01-06 20:57:00-05:00,Francois de Perrier
44,Send Request for Quotation to Supplier,,2011-01-07 12:55:00-05:00,2011-01-07 13:24:00-05:00,Magdalena Predutta
44,Create Quotation comparison Map,,2011-01-08 06:49:00-05:00,2011-01-08 12:06:00-05:00,Francois de Perrier
44,Analyze Quotation Comparison Map,,2011-01-08 18:42:00-05:00,2011-01-08 19:15:00-05:00,Christian Francois
44,Choose best option,,2011-01-08 19:15:00-05:00,2011-01-08 19:15:00-05:00,Immanuel Karagianni
44,Settle Conditions With Supplier,,2011-01-09 04:05:00-05:00,2011-01-09 08:06:00-05:00,Karel de Groot
44,Create Purchase Order,,2011-01-09 09:41:00-05:00,2011-01-09 09:49:00-05:00,Karel de Groot
44,Confirm Purchase Order,,2011-01-10 00:11:00-05:00,2011-01-10 00:23:00-05:00,Karen Clarens
44,Deliver Goods Services,,2011-01-10 20:42:00-05:00,2011-01-12 11:21:00-05:00,Kiu Kan
44,Release Purchase Order,,2011-01-12 18:44:00-05:00,2011-01-12 18:45:00-05:00,Alberto Duport
44,Approve Purchase Order for payment,,2011-01-13 04:08:00-05:00,2011-01-13 04:09:00-05:00,Karel de Groot
44,Send Invoice,,2011-01-18 15:57:00-05:00,2011-01-18 15:57:00-05:00,Karen Clarens
44,Release Supplier's Invoice,,2011-01-19 06:21:00-05:00,2011-01-19 06:27:00-05:00,Pedro Alvares
44,Authorize Supplier's Invoice payment,,2011-01-19 06:27:00-05:00,2011-01-19 06:27:00-05:00,Karalda Nimwada
44,Pay Invoice,,2011-01-19 07:11:00-05:00,2011-01-19 07:19:00-05:00,Pedro Alvares
45,Create Purchase Requisition,,2011-01-05 23:24:00-05:00,2011-01-06 00:10:00-05:00,Nico Ojenbeer
45,Analyze Purchase Requisition,,2011-01-06 11:30:00-05:00,2011-01-06 11:38:00-05:00,Heinz Gutschmidt
45,Amend Purchase Requisition,,2011-01-06 23:26:00-05:00,2011-01-06 23:55:00-05:00,Clement Duchot
45,Analyze Purchase Requisition,,2011-01-07 18:31:00-05:00,2011-01-07 18:40:00-05:00,Maris Freeman
45,Create Request for Quotation,,2011-01-07 18:48:00-05:00,2011-01-07 18:49:00-05:00,Francis Odell
45,Analyze Request for Quotation,,2011-01-08 04:11:00-05:00,2011-01-08 04:43:00-05:00,Karel de Groot
45,Send Request for Quotation to Supplier,,2011-01-09 19:52:00-05:00,2011-01-09 20:13:00-05:00,Karel de Groot
45,Create Quotation comparison Map,,2011-01-10 18:25:00-05:00,2011-01-11 00:26:00-05:00,Francois de Perrier
45,Analyze Quotation Comparison Map,,2011-01-11 07:08:00-05:00,2011-01-11 07:31:00-05:00,Miu Hanwan
45,Choose best option,,2011-01-11 07:31:00-05:00,2011-01-11 07:31:00-05:00,Clement Duchot
45,Settle Conditions With Supplier,,2011-01-11 11:00:00-05:00,2011-01-11 23:06:00-05:00,Magdalena Predutta
45,Create Purchase Order,,2011-01-12 03:44:00-05:00,2011-01-12 03:56:00-05:00,Magdalena Predutta
45,Confirm Purchase Order,,2011-01-12 12:12:00-05:00,2011-01-12 12:19:00-05:00,Kiu Kan
45,Deliver Goods Services,,2011-01-13 01:59:00-05:00,2011-01-14 03:48:00-05:00,Carmen Finacse
45,Release Purchase Order,,2011-01-14 11:15:00-05:00,2011-01-14 11:16:00-05:00,Esmana Liubiata
45,Approve Purchase Order for payment,,2011-01-15 08:48:00-05:00,2011-01-15 08:49:00-05:00,Francois de Perrier
45,Send Invoice,,2011-01-17 03:34:00-05:00,2011-01-17 03:34:00-05:00,Kiu Kan
45,Release Supplier's Invoice,,2011-01-17 17:53:00-05:00,2011-01-17 17:56:00-05:00,Pedro Alvares
45,Authorize Supplier's Invoice payment,,2011-01-17 17:56:00-05:00,2011-01-17 17:56:00-05:00,Pedro Alvares
45,Pay Invoice,,2011-01-17 18:30:00-05:00,2011-01-17 18:41:00-05:00,Pedro Alvares
46,Create Purchase Requisition,,2011-01-06 02:10:00-05:00,2011-01-06 03:01:00-05:00,Anna Kaufmann
46,Create Request for Quotation,,2011-01-06 05:17:00-05:00,2011-01-06 05:27:00-05:00,Miu Hanwan
46,Analyze Request for Quotation,,2011-01-06 14:53:00-05:00,2011-01-06 15:18:00-05:00,Karel de Groot
46,Amend Request for Quotation,,2011-01-06 16:07:00-05:00,2011-01-06 16:21:00-05:00,Tesca Lobes
46,Analyze Request for Quotation,,2011-01-08 03:34:00-05:00,2011-01-08 03:39:00-05:00,Magdalena Predutta
46,Amend Request for Quotation,,2011-01-08 04:26:00-05:00,2011-01-08 04:36:00-05:00,Clement Duchot
46,Analyze Request for Quotation,,2011-01-12 06:09:00-05:00,2011-01-12 06:42:00-05:00,Francois de Perrier
46,Amend Request for Quotation,,2011-01-12 07:25:00-05:00,2011-01-12 07:36:00-05:00,Anne Olwada
46,Analyze Request for Quotation,,2011-01-12 09:38:00-05:00,2011-01-12 10:05:00-05:00,Magdalena Predutta
46,Amend Request for Quotation,,2011-01-12 10:52:00-05:00,2011-01-12 11:01:00-05:00,Immanuel Karagianni
46,Analyze Request for Quotation,,2011-01-12 13:04:00-05:00,2011-01-12 13:26:00-05:00,Magdalena Predutta
46,Send Request for Quotation to Supplier,,2011-01-12 21:55:00-05:00,2011-01-12 22:07:00-05:00,Francois de Perrier
46,Create Quotation comparison Map,,2011-01-13 00:44:00-05:00,2011-01-13 03:34:00-05:00,Karel de Groot
46,Analyze Quotation Comparison Map,,2011-01-13 10:04:00-05:00,2011-01-13 10:33:00-05:00,Tesca Lobes
46,Choose best option,,2011-01-13 10:33:00-05:00,2011-01-13 10:33:00-05:00,Elvira Lores
46,Settle Conditions With Supplier,,2011-01-13 15:36:00-05:00,2011-01-13 23:59:00-05:00,Francois de Perrier
46,Create Purchase Order,,2011-01-14 09:41:00-05:00,2011-01-14 09:50:00-05:00,Magdalena Predutta
46,Confirm Purchase Order,,2011-01-16 06:43:00-05:00,2011-01-16 07:01:00-05:00,Karen Clarens
46,Deliver Goods Services,,2011-01-16 20:52:00-05:00,2011-01-17 10:10:00-05:00,Sean Manney
46,Release Purchase Order,,2011-01-17 17:44:00-05:00,2011-01-17 17:45:00-05:00,Clement Duchot
46,Approve Purchase Order for payment,,2011-01-18 18:00:00-05:00,2011-01-18 18:01:00-05:00,Magdalena Predutta
46,Send Invoice,,2011-01-20 20:29:00-05:00,2011-01-20 20:29:00-05:00,Sean Manney
46,Release Supplier's Invoice,,2011-01-21 10:56:00-05:00,2011-01-21 11:01:00-05:00,Karalda Nimwada
46,Authorize Supplier's Invoice payment,,2011-01-21 11:01:00-05:00,2011-01-21 11:01:00-05:00,Pedro Alvares
46,Pay Invoice,,2011-01-21 11:34:00-05:00,2011-01-21 11:42:00-05:00,Pedro Alvares
47,Create Purchase Requisition,,2011-01-06 04:32:00-05:00,2011-01-06 04:50:00-05:00,Anne Olwada
47,Analyze Purchase Requisition,,2011-01-06 16:17:00-05:00,2011-01-06 16:25:00-05:00,Maris Freeman
47,Create Request for Quotation,,2011-01-06 16:33:00-05:00,2011-01-06 16:36:00-05:00,Francis Odell
47,Analyze Request for Quotation,,2011-01-06 21:50:00-05:00,2011-01-06 22:16:00-05:00,Karel de Groot
47,Send Request for Quotation to Supplier,,2011-01-09 02:56:00-05:00,2011-01-09 03:24:00-05:00,Karel de Groot
47,Create Quotation comparison Map,,2011-01-10 01:43:00-05:00,2011-01-10 04:52:00-05:00,Francois de Perrier
47,Analyze Quotation Comparison Map,,2011-01-10 11:36:00-05:00,2011-01-10 11:57:00-05:00,Elvira Lores
47,Choose best option,,2011-01-10 11:57:00-05:00,2011-01-10 11:57:00-05:00,Clement Duchot
47,Settle Conditions With Supplier,,2011-01-11 00:27:00-05:00,2011-01-11 07:05:00-05:00,Francois de Perrier
47,Create Purchase Order,,2011-01-12 03:41:00-05:00,2011-01-12 03:50:00-05:00,Karel de Groot
47,Confirm Purchase Order,,2011-01-12 11:21:00-05:00,2011-01-12 11:47:00-05:00,Kiu Kan
47,Deliver Goods Services,,2011-01-14 06:04:00-05:00,2011-01-14 23:18:00-05:00,Esmeralda Clay
47,Release Purchase Order,,2011-01-15 06:35:00-05:00,2011-01-15 06:36:00-05:00,Miu Hanwan
47,Approve Purchase Order for payment,,2011-01-15 18:02:00-05:00,2011-01-15 18:03:00-05:00,Karel de Groot
47,Send Invoice,,2011-01-17 00:09:00-05:00,2011-01-17 00:09:00-05:00,Esmeralda Clay
47,Release Supplier's Invoice,,2011-01-17 14:35:00-05:00,2011-01-17 14:38:00-05:00,Karalda Nimwada
47,Authorize Supplier's Invoice payment,,2011-01-17 14:38:00-05:00,2011-01-17 14:38:00-05:00,Pedro Alvares
47,Pay Invoice,,2011-01-17 15:28:00-05:00,2011-01-17 15:35:00-05:00,Karalda Nimwada
48,Create Purchase Requisition,,2011-01-06 05:46:00-05:00,2011-01-06 06:03:00-05:00,Nico Ojenbeer
48,Analyze Purchase Requisition,,2011-01-06 19:01:00-05:00,2011-01-06 19:09:00-05:00,Francis Odell
48,Create Request for Quotation,,2011-01-06 19:15:00-05:00,2011-01-06 19:17:00-05:00,Heinz Gutschmidt
48,Analyze Request for Quotation,,2011-01-06 21:29:00-05:00,2011-01-06 21:39:00-05:00,Magdalena Predutta
48,Amend Request for Quotation,,2011-01-06 22:23:00-05:00,2011-01-06 22:35:00-05:00,Miu Hanwan
48,Analyze Request for Quotation,,2011-01-07 04:30:00-05:00,2011-01-07 05:01:00-05:00,Magdalena Predutta
48,Amend Request for Quotation,,2011-01-07 05:59:00-05:00,2011-01-07 06:13:00-05:00,Alberto Duport
48,Analyze Request for Quotation,,2011-01-07 07:53:00-05:00,2011-01-07 08:27:00-05:00,Karel de Groot
48,Send Request for Quotation to Supplier,,2011-01-08 04:06:00-05:00,2011-01-08 04:33:00-05:00,Magdalena Predutta
48,Create Quotation comparison Map,,2011-01-08 19:03:00-05:00,2011-01-08 22:48:00-05:00,Magdalena Predutta
48,Analyze Quotation Comparison Map,,2011-01-09 05:47:00-05:00,2011-01-09 06:07:00-05:00,Tesca Lobes
48,Choose best option,,2011-01-09 06:07:00-05:00,2011-01-09 06:07:00-05:00,Miu Hanwan
48,Settle Conditions With Supplier,,2011-01-09 09:49:00-05:00,2011-01-09 15:13:00-05:00,Karel de Groot
48,Create Purchase Order,,2011-01-09 15:41:00-05:00,2011-01-09 15:51:00-05:00,Karel de Groot
48,Confirm Purchase Order,,2011-01-10 00:23:00-05:00,2011-01-10 00:50:00-05:00,Karen Clarens
48,Deliver Goods Services,,2011-01-10 20:27:00-05:00,2011-01-11 00:12:00-05:00,Sean Manney
48,Release Purchase Order,,2011-01-11 08:20:00-05:00,2011-01-11 08:21:00-05:00,Miu Hanwan
48,Approve Purchase Order for payment,,2011-01-12 02:00:00-05:00,2011-01-12 02:01:00-05:00,Karel de Groot
48,Send Invoice,,2011-01-15 20:09:00-05:00,2011-01-15 20:09:00-05:00,Kiu Kan
48,Release Supplier's Invoice,,2011-01-16 10:34:00-05:00,2011-01-16 10:41:00-05:00,Pedro Alvares
48,Settle Dispute With Supplier,,2011-01-16 10:51:00-05:00,2011-01-16 11:10:00-05:00,Karalda Nimwada
48,Authorize Supplier's Invoice payment,,2011-01-16 11:10:00-05:00,2011-01-16 11:10:00-05:00,Pedro Alvares
48,Pay Invoice,,2011-01-16 12:01:00-05:00,2011-01-16 12:12:00-05:00,Karalda Nimwada
49,Create Purchase Requisition,,2011-01-06 09:53:00-05:00,2011-01-06 10:12:00-05:00,Tesca Lobes
49,Create Request for Quotation,,2011-01-06 18:27:00-05:00,2011-01-06 18:40:00-05:00,Elvira Lores
49,Analyze Request for Quotation,,2011-01-06 20:49:00-05:00,2011-01-06 20:59:00-05:00,Karel de Groot
49,Send Request for Quotation to Supplier,,2011-01-07 12:33:00-05:00,2011-01-07 12:55:00-05:00,Magdalena Predutta
49,Create Quotation comparison Map,,2011-01-08 11:02:00-05:00,2011-01-08 14:53:00-05:00,Magdalena Predutta
49,Analyze Quotation Comparison Map,,2011-01-08 21:30:00-05:00,2011-01-08 21:38:00-05:00,Fjodor Kowalski
49,Choose best option,,2011-01-08 21:38:00-05:00,2011-01-08 21:38:00-05:00,Anne Olwada
49,Settle Conditions With Supplier,,2011-01-09 02:35:00-05:00,2011-01-09 06:38:00-05:00,Francois de Perrier
49,Create Purchase Order,,2011-01-09 08:38:00-05:00,2011-01-09 08:49:00-05:00,Karel de Groot
49,Confirm Purchase Order,,2011-01-10 00:50:00-05:00,2011-01-10 01:03:00-05:00,Karen Clarens
49,Deliver Goods Services,,2011-01-10 17:07:00-05:00,2011-01-11 00:12:00-05:00,Carmen Finacse
49,Release Purchase Order,,2011-01-11 07:18:00-05:00,2011-01-11 07:19:00-05:00,Immanuel Karagianni
49,Approve Purchase Order for payment,,2011-01-11 10:59:00-05:00,2011-01-11 11:00:00-05:00,Magdalena Predutta
49,Send Invoice,,2011-01-11 20:23:00-05:00,2011-01-11 20:23:00-05:00,Karen Clarens
49,Release Supplier's Invoice,,2011-01-12 10:42:00-05:00,2011-01-12 10:47:00-05:00,Pedro Alvares
49,Authorize Supplier's Invoice payment,,2011-01-12 10:47:00-05:00,2011-01-12 10:47:00-05:00,Karalda Nimwada
49,Pay Invoice,,2011-01-12 11:13:00-05:00,2011-01-12 11:26:00-05:00,Pedro Alvares
50,Create Purchase Requisition,,2011-01-06 12:38:00-05:00,2011-01-06 13:05:00-05:00,Esmana Liubiata
50,Create Request for Quotation,,2011-01-06 15:44:00-05:00,2011-01-06 15:50:00-05:00,Penn Osterwalder
50,Analyze Request for Quotation,,2011-01-06 20:12:00-05:00,2011-01-06 20:20:00-05:00,Karel de Groot
50,Send Request for Quotation to Supplier,,2011-01-07 21:01:00-05:00,2011-01-07 21:34:00-05:00,Francois de Perrier
50,Create Quotation comparison Map,,2011-01-08 01:07:00-05:00,2011-01-08 03:56:00-05:00,Karel de Groot
50,Analyze Quotation Comparison Map,,2011-01-08 11:03:00-05:00,2011-01-08 11:21:00-05:00,Esmana Liubiata
50,Choose best option,,2011-01-08 11:21:00-05:00,2011-01-08 11:21:00-05:00,Clement Duchot
50,Settle Conditions With Supplier,,2011-01-08 17:46:00-05:00,2011-01-09 01:50:00-05:00,Francois de Perrier
50,Create Purchase Order,,2011-01-09 07:32:00-05:00,2011-01-09 07:44:00-05:00,Francois de Perrier
50,Confirm Purchase Order,,2011-01-10 01:03:00-05:00,2011-01-10 01:16:00-05:00,Karen Clarens
50,Deliver Goods Services,,2011-01-10 15:55:00-05:00,2011-01-12 00:55:00-05:00,Esmeralda Clay
50,Release Purchase Order,,2011-01-12 08:26:00-05:00,2011-01-12 08:27:00-05:00,Miu Hanwan
50,Approve Purchase Order for payment,,2011-01-12 22:07:00-05:00,2011-01-12 22:08:00-05:00,Francois de Perrier
50,Send Invoice,,2011-01-17 05:35:00-05:00,2011-01-17 05:35:00-05:00,Kiu Kan
50,Release Supplier's Invoice,,2011-01-17 19:53:00-05:00,2011-01-17 19:57:00-05:00,Karalda Nimwada
50,Authorize Supplier's Invoice payment,,2011-01-17 19:57:00-05:00,2011-01-17 19:57:00-05:00,Karalda Nimwada
50,Pay Invoice,,2011-01-17 20:55:00-05:00,2011-01-17 21:05:00-05:00,Pedro Alvares
51,Create Purchase Requisition,,2011-01-07 03:53:00-05:00,2011-01-07 04:42:00-05:00,Christian Francois
51,Analyze Purchase Requisition,,2011-01-07 20:48:00-05:00,2011-01-07 20:55:00-05:00,Heinz Gutschmidt
51,Create Request for Quotation,,2011-01-07 20:58:00-05:00,2011-01-07 21:01:00-05:00,Maris Freeman
51,Analyze Request for Quotation,,2011-01-08 03:05:00-05:00,2011-01-08 03:34:00-05:00,Magdalena Predutta
51,Amend Request for Quotation,,2011-01-08 04:31:00-05:00,2011-01-08 04:44:00-05:00,Esmana Liubiata
51,Analyze Request for Quotation,,2011-01-10 17:44:00-05:00,2011-01-10 18:14:00-05:00,Francois de Perrier
51,Amend Request for Quotation,,2011-01-10 19:06:00-05:00,2011-01-10 19:14:00-05:00,Christian Francois
51,Analyze Request for Quotation,,2011-01-12 02:37:00-05:00,2011-01-12 02:57:00-05:00,Karel de Groot
51,Send Request for Quotation to Supplier,,2011-01-12 07:34:00-05:00,2011-01-12 07:54:00-05:00,Magdalena Predutta
51,Create Quotation comparison Map,,2011-01-12 08:05:00-05:00,2011-01-12 14:09:00-05:00,Francois de Perrier
51,Analyze Quotation Comparison Map,,2011-01-12 20:45:00-05:00,2011-01-12 20:59:00-05:00,Immanuel Karagianni
51,Choose best option,,2011-01-12 20:59:00-05:00,2011-01-12 20:59:00-05:00,Nico Ojenbeer
51,Settle Conditions With Supplier,,2011-01-12 23:37:00-05:00,2011-01-13 08:10:00-05:00,Francois de Perrier
51,Create Purchase Order,,2011-01-14 00:07:00-05:00,2011-01-14 00:15:00-05:00,Karel de Groot
51,Confirm Purchase Order,,2011-01-14 05:19:00-05:00,2011-01-14 05:25:00-05:00,Esmeralda Clay
51,Deliver Goods Services,,2011-01-14 17:22:00-05:00,2011-01-15 19:16:00-05:00,Carmen Finacse
51,Release Purchase Order,,2011-01-16 02:57:00-05:00,2011-01-16 02:58:00-05:00,Anna Kaufmann
51,Approve Purchase Order for payment,,2011-01-16 11:25:00-05:00,2011-01-16 11:26:00-05:00,Magdalena Predutta
51,Send Invoice,,2011-01-17 05:35:00-05:00,2011-01-17 05:35:00-05:00,Kiu Kan
51,Release Supplier's Invoice,,2011-01-17 19:44:00-05:00,2011-01-17 19:47:00-05:00,Karalda Nimwada
51,Authorize Supplier's Invoice payment,,2011-01-17 19:47:00-05:00,2011-01-17 19:47:00-05:00,Karalda Nimwada
51,Pay Invoice,,2011-01-17 20:27:00-05:00,2011-01-17 20:37:00-05:00,Pedro Alvares
52,Create Purchase Requisition,,2011-01-07 06:51:00-05:00,2011-01-07 07:11:00-05:00,Nico Ojenbeer
52,Create Request for Quotation,,2011-01-07 09:21:00-05:00,2011-01-07 09:30:00-05:00,Elvira Lores
52,Analyze Request for Quotation,,2011-01-07 13:28:00-05:00,2011-01-07 13:47:00-05:00,Karel de Groot
52,Send Request for Quotation to Supplier,,2011-01-09 09:14:00-05:00,2011-01-09 09:41:00-05:00,Karel de Groot
52,Create Quotation comparison Map,,2011-01-10 04:02:00-05:00,2011-01-10 04:45:00-05:00,Karel de Groot
52,Analyze Quotation Comparison Map,,2011-01-10 11:29:00-05:00,2011-01-10 11:36:00-05:00,Clement Duchot
52,Choose best option,,2011-01-10 11:36:00-05:00,2011-01-10 11:36:00-05:00,Kim Passa
52,Settle Conditions With Supplier,,2011-01-11 07:14:00-05:00,2011-01-11 21:14:00-05:00,Francois de Perrier
52,Create Purchase Order,,2011-01-12 01:27:00-05:00,2011-01-12 01:34:00-05:00,Karel de Groot
52,Confirm Purchase Order,,2011-01-12 11:47:00-05:00,2011-01-12 12:12:00-05:00,Kiu Kan
52,Deliver Goods Services,,2011-01-14 02:04:00-05:00,2011-01-14 23:51:00-05:00,Sean Manney
52,Release Purchase Order,,2011-01-15 07:43:00-05:00,2011-01-15 07:44:00-05:00,Esmana Liubiata
52,Approve Purchase Order for payment,,2011-01-15 17:54:00-05:00,2011-01-15 17:55:00-05:00,Francois de Perrier
52,Send Invoice,,2011-01-17 04:07:00-05:00,2011-01-17 04:07:00-05:00,Kiu Kan
52,Release Supplier's Invoice,,2011-01-17 18:26:00-05:00,2011-01-17 18:29:00-05:00,Karalda Nimwada
52,Authorize Supplier's Invoice payment,,2011-01-17 18:29:00-05:00,2011-01-17 18:29:00-05:00,Pedro Alvares
52,Pay Invoice,,2011-01-17 19:11:00-05:00,2011-01-17 19:21:00-05:00,Pedro Alvares
53,Create Purchase Requisition,,2011-01-07 10:04:00-05:00,2011-01-07 10:46:00-05:00,Clement Duchot
53,Create Request for Quotation,,2011-01-07 15:24:00-05:00,2011-01-07 15:33:00-05:00,Alberto Duport
53,Analyze Request for Quotation,,2011-01-08 02:44:00-05:00,2011-01-08 03:05:00-05:00,Magdalena Predutta
53,Send Request for Quotation to Supplier,,2011-01-09 15:13:00-05:00,2011-01-09 15:41:00-05:00,Karel de Groot
53,Create Quotation comparison Map,,2011-01-10 04:45:00-05:00,2011-01-10 06:06:00-05:00,Karel de Groot
53,Analyze Quotation Comparison Map,,2011-01-10 13:03:00-05:00,2011-01-10 13:21:00-05:00,Christian Francois
53,Choose best option,,2011-01-10 13:21:00-05:00,2011-01-10 13:21:00-05:00,Anna Kaufmann
53,Settle Conditions With Supplier,,2011-01-11 05:46:00-05:00,2011-01-11 11:00:00-05:00,Karel de Groot
53,Create Purchase Order,,2011-01-12 03:11:00-05:00,2011-01-12 03:21:00-05:00,Magdalena Predutta
53,Confirm Purchase Order,,2011-01-13 00:50:00-05:00,2011-01-13 01:14:00-05:00,Sean Manney
53,Deliver Goods Services,,2011-01-14 02:49:00-05:00,2011-01-15 19:37:00-05:00,Kiu Kan
53,Release Purchase Order,,2011-01-16 03:06:00-05:00,2011-01-16 03:07:00-05:00,Fjodor Kowalski
53,Approve Purchase Order for payment,,2011-01-16 14:35:00-05:00,2011-01-16 14:36:00-05:00,Karel de Groot
53,Send Invoice,,2011-01-17 06:09:00-05:00,2011-01-17 06:09:00-05:00,Esmeralda Clay
